1000
1	6	198 275 572 774 904 998 
2	7	468 494 521 554 814 864 871 
3	2	602 833 
4	8	88 275 345 676 708 725 770 886 
5	6	156 170 215 531 741 932 
6	11	7 247 359 443 566 587 596 716 808 871 952 
7	8	36 372 546 612 797 821 871 947 
8	5	115 117 227 779 812 
9	9	39 184 230 413 417 779 830 855 995 
10	7	4 338 349 562 774 829 869 
11	6	37 433 473 708 768 795 
12	6	236 323 575 586 704 768 
13	12	7 260 330 372 400 433 525 569 623 625 649 772 
14	2	61 282 
15	2	548 903 
16	6	190 228 364 396 802 940 
17	6	438 502 962 965 971 986 
18	3	70 443 954 
19	4	7 109 491 800 
20	4	20 71 215 593 
21	3	193 668 860 
22	6	189 248 478 683 801 815 
23	8	278 304 398 528 638 719 829 974 
24	6	64 315 596 757 807 938 
25	4	290 294 367 700 
26	4	42 432 447 522 
27	4	64 222 312 962 
28	5	403 417 438 712 730 
29	9	145 361 421 510 568 657 810 833 967 
30	8	301 456 473 522 559 671 710 926 
31	4	288 487 853 895 
32	5	12 249 821 860 902 
33	2	683 951 
34	3	153 466 974 
35	8	124 411 593 600 602 730 880 910 
36	7	153 173 195 576 757 765 833 
37	7	9 49 77 141 173 614 909 
38	5	49 472 473 492 872 
39	13	49 139 170 223 361 424 512 547 641 670 765 829 931 
40	5	73 168 209 472 585 
41	10	37 62 292 299 319 329 426 482 592 600 
42	7	190 307 405 657 722 807 841 
43	6	230 339 602 861 904 916 
44	6	241 443 596 620 625 885 
45	8	63 69 120 378 473 648 663 900 
46	4	70 96 700 964 
47	1	518 
48	4	304 405 528 625 
49	4	37 422 940 997 
50	8	360 433 518 684 711 791 835 909 
51	4	443 480 814 849 
52	7	32 141 184 464 572 596 611 
53	4	101 336 701 915 
54	7	439 483 540 596 722 893 940 
55	4	282 674 798 909 
56	2	140 593 
57	4	155 161 364 560 
58	4	149 401 652 915 
59	10	125 210 227 239 522 632 782 796 823 889 
60	7	151 189 196 290 755 890 951 
61	6	39 72 193 488 503 697 
62	3	147 278 447 
63	3	102 520 670 
64	9	177 214 222 401 405 544 671 809 974 
65	4	88 282 833 993 
66	2	401 741 
67	3	101 582 783 
68	3	78 223 989 
69	5	248 405 566 880 881 
70	8	88 275 293 326 626 841 891 999 
71	3	86 829 995 
72	7	288 404 487 677 721 853 895 
73	9	222 332 554 674 689 823 904 918 994 
74	5	544 724 739 915 963 
75	9	84 110 305 372 648 708 905 962 992 
76	4	396 661 864 884 
77	8	13 68 83 97 372 433 466 494 
78	10	9 69 223 319 327 400 417 462 685 812 
79	4	421 433 457 833 
80	6	301 483 649 768 772 951 
81	5	230 451 558 704 945 
82	9	4 35 415 424 662 675 722 841 864 
83	10	15 51 128 479 663 691 716 717 809 987 
84	9	143 433 510 572 596 602 620 807 835 
85	7	48 214 215 331 496 782 836 
86	8	15 62 326 547 736 875 893 918 
87	2	193 653 
88	8	9 48 218 388 566 800 827 861 
89	3	417 602 834 
90	8	114 121 125 217 260 456 464 608 
91	5	262 372 454 643 680 
92	4	351 495 560 657 
93	3	124 700 943 
94	5	149 375 433 648 892 
95	4	22 23 815 982 
96	7	39 69 417 502 614 784 798 
97	12	41 90 108 190 290 338 448 488 602 760 765 871 
98	8	15 282 375 554 602 648 809 827 
99	5	124 290 816 851 935 
100	5	97 193 290 466 871 
101	4	554 648 828 913 
102	4	86 290 336 951 
103	8	41 84 466 543 604 711 910 989 
104	3	42 62 259 
105	6	149 189 307 319 844 914 
106	6	184 322 473 585 670 771 
107	7	321 370 426 483 608 833 982 
108	8	198 281 406 652 688 808 809 810 
109	7	13 436 473 578 782 849 877 
110	4	209 319 405 995 
111	11	214 307 341 608 674 708 744 754 765 770 865 
112	5	36 40 220 528 784 
113	6	155 179 222 360 828 831 
114	5	222 375 571 810 947 
115	5	15 470 579 648 766 
116	6	22 23 133 815 982 995 
117	6	118 148 194 578 816 867 
118	5	22 50 151 880 954 
119	3	82 989 995 
120	4	155 345 872 904 
121	7	124 193 428 625 642 657 677 
122	2	352 736 
123	6	253 365 389 396 914 939 
124	5	249 307 602 892 967 
125	7	107 193 290 575 783 846 993 
126	4	218 326 378 784 
127	6	128 139 161 239 523 872 
128	5	510 515 611 629 791 
129	6	82 439 519 541 572 853 
130	5	220 554 900 904 911 
131	3	18 179 650 
132	7	35 209 282 417 464 546 572 
133	9	98 315 326 479 528 560 623 684 821 
134	5	12 51 239 683 809 
135	9	292 326 375 417 445 542 626 900 910 
136	7	12 118 174 444 604 813 877 
137	4	179 278 540 630 
138	5	320 338 671 819 995 
139	5	326 372 693 904 973 
140	5	9 70 100 560 971 
141	6	101 217 262 275 593 669 
142	4	170 470 512 807 
143	4	278 602 787 808 
144	3	474 517 964 
145	4	135 340 473 801 
146	7	406 533 541 613 624 765 955 
147	8	35 64 143 381 445 683 993 995 
148	10	40 94 230 445 623 629 710 808 831 989 
149	7	110 174 447 534 737 856 869 
150	11	40 262 327 421 443 519 573 602 859 949 960 
151	2	809 884 
152	12	52 117 361 413 443 521 543 708 723 779 807 864 
153	10	222 239 386 410 483 498 615 725 734 860 
154	3	448 674 926 
155	7	82 183 215 223 352 529 895 
156	5	153 402 403 657 744 
157	9	189 248 452 478 544 676 683 801 815 
158	4	68 133 559 800 
159	11	64 90 118 369 443 498 549 734 808 868 949 
160	5	10 176 466 711 928 
161	4	39 604 684 896 
162	4	220 256 294 964 
163	5	86 336 460 826 951 
164	4	546 572 833 836 
165	5	40 281 903 990 999 
166	9	88 108 169 404 411 449 542 804 902 
167	7	52 140 491 754 801 904 925 
168	6	124 221 267 808 878 995 
169	8	128 167 290 330 625 755 757 916 
170	2	221 706 
